"","STUDY","TREATMENT","RESPONSE","CARDINAL","PERCENTAGE","SENTENCE","ISTABLE","DOI","LAT","LON","INOCTYPE","SOILTYPE","FIELDGREENHOUSE","LANDUSE","ECOTYPE","ECOREGION","LOCATION"
"273","35406841.2","","biomass",1,"","1 Mean shoot biomass (a)  and mean root biomass (b) at  harvest.",0,"10.1007/s00442-009-1294-0","11°2644E/","50°2304N",NA,NA,NA,NA,NA,NA,NA
"274","35406841.2","","biomass",1,"","1 Mean shoot biomass (a)  and mean root biomass (b) at  harvest.",0,"10.1007/s00442-009-1294-0","11°2644E/","50°2304N",NA,NA,NA,NA,NA,NA,NA
"275","35406841.2","","biomass",1,"","1 Mean shoot biomass (a)  and mean root biomass (b) at  harvest.",0,"10.1007/s00442-009-1294-0","11°2644E/","50°2304N",NA,NA,NA,NA,NA,NA,NA
"276","35406841.2","","biomass",1,"","1 Mean shoot biomass (a)  and mean root biomass (b) at  harvest.",0,"10.1007/s00442-009-1294-0","11°2644E/","50°2304N",NA,NA,NA,NA,NA,NA,NA
"277","38698306","treatments","dry weight",0.05,"","(P < 0.05)  The root dry weight also showed a significant increase  of 92.68% and 121.95% in the respective treatments.",0,"10.1186/s12870-024-05032-5","","E 113° 95′; 35° 11′",NA,NA,NA,NA,NA,NA,NA
"278","38698306","AMF","biomass",1,"","For details,  as shown in Table 1, compared to the CK, the AMF and  Se + AMF treatments remarkably increased wheat biomass, while Se treatment decreased wheat biomass, the  shoot dry weight was enhanced by 72.54% and 67.61%  with the inoculation of Fm and Ri, respectively.",0,"10.1186/s12870-024-05032-5","","E 113° 95′; 35° 11′",NA,NA,NA,NA,NA,NA,NA
"279","38698306","treatments","biomass",0.05,"","In  addition, compared to the Se treatments, the combination of Se and AMF significantly increased wheat biomass (P < 0.05).",0,"10.1186/s12870-024-05032-5","","E 113° 95′; 35° 11′",NA,NA,NA,NA,NA,NA,NA
"280","28018420","Inoculation","biomass",1e-04,"","Inoculation with rhizobia and/or AMF dramatically increased biomass of soybean and maize (P < 0.0001; Table 1, Supplementary Table S1).",0,"10.3389/fpls.2016.01901","","",NA,NA,NA,NA,NA,NA,NA
"281","28018420","Inoculation","biomass",1,"","Inoculation with rhizobia and/or AMF dramatically increased biomass of soybean and maize (P < 0.0001; Table 1, Supplementary Table S1).",0,"10.3389/fpls.2016.01901","","",NA,NA,NA,NA,NA,NA,NA
"282","28018420","uninoculated controls","biomass",124,"","Moderate application of N and P ampliﬁed the eﬀect of AM fungal and rhizobium inoculation, with monoculture and intercropped biomass increases compared to uninoculated controls of 124 and 156%, respectively, for soybean inoculated TABLE 1 | Biomasses of soybean and maize inoculated with AMF and rhizobia under different N and P conditions in a greenhouse experiment.",0,"10.3389/fpls.2016.01901","","",NA,NA,NA,NA,NA,NA,NA
"283","28018420","inoculated","biomass",1,"","Moderate application of N and P ampliﬁed the eﬀect of AM fungal and rhizobium inoculation, with monoculture and intercropped biomass increases compared to uninoculated controls of 124 and 156%, respectively, for soybean inoculated TABLE 1 | Biomasses of soybean and maize inoculated with AMF and rhizobia under different N and P conditions in a greenhouse experiment.",0,"10.3389/fpls.2016.01901","","",NA,NA,NA,NA,NA,NA,NA
"284","28018420","MNMP","biomass",1e-04,"","Total biomass was obviously higher than those of sole maize and soybean in the MNMP and co-inoculation treatment (P < 0.0001; Figure 1; Supplementary Table S1).",0,"10.3389/fpls.2016.01901","","",NA,NA,NA,NA,NA,NA,NA
"285","28018420","MNMP","biomass",1,"","Total biomass was obviously higher than those of sole maize and soybean in the MNMP and co-inoculation treatment (P < 0.0001; Figure 1; Supplementary Table S1).",0,"10.3389/fpls.2016.01901","","",NA,NA,NA,NA,NA,NA,NA
"286","28018420","inoculation","biomass",1e-04,"","As in the greenhouse experiment, inoculation with AMF and rhizobia signiﬁcantly increased biomass and N content of soybean and maize irrespective of cropping system (P < 0.0001; Supplementary Figure S3; Supplementary Table S3).",0,"10.3389/fpls.2016.01901","","",NA,NA,NA,NA,NA,NA,NA
"287","28018420","co-inoculation treatments","biomass",0.01,"","Biomass and N contents of maize plants were obviously higher when grown together with a neighboring soybean in co-inoculation treatments (P < 0.01; Supplementary Figure S3; Supplementary Table S3).",0,"10.3389/fpls.2016.01901","","",NA,NA,NA,NA,NA,NA,NA
"288","37367620.2","inoculation","dry weight",5,"","(B) Sweet basil shoot and (C) root dry weight after 5 weeks inoculation with the AM fungus R. irregularis, with S. indica, and with both fungi under different heavy metal treatments.",0,"10.3389/fpls.2018.01726","","",NA,NA,NA,NA,NA,NA,NA
"289","37367620.2","inoculation","dry weight",3,"","Endophytic Fungi Increase Basil Growth FIGURE 3 | P uptake (P content × dry weight) in sweet basil shoots 5 weeks after inoculation with the AM fungus R. irregularis, with S. indica, and with both fungi under different heavy metal treatments.",0,"10.3389/fpls.2018.01726","","",NA,NA,NA,NA,NA,NA,NA
"290","37367620.2","inoculation","dry weight",5,"","Endophytic Fungi Increase Basil Growth FIGURE 3 | P uptake (P content × dry weight) in sweet basil shoots 5 weeks after inoculation with the AM fungus R. irregularis, with S. indica, and with both fungi under different heavy metal treatments.",0,"10.3389/fpls.2018.01726","","",NA,NA,NA,NA,NA,NA,NA
"291","37367620.2","","biomass",2,"","An overall trend was visible that both fungi promoted an increase in biomasses (Figure 2).",0,"10.3389/fpls.2018.01726","","",NA,NA,NA,NA,NA,NA,NA
"292","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"293","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"294","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"295","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"296","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"297","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"298","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"299","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"300","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"301","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"302","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"303","32560046.6","Pb","biomass",1,"","According to the results from multiple ANOVA comparisons, the interactions between neighbor presence and  Pb stress level (neighbor ×   Pb) significantly affected the total biomass of all plants except for L. perenne grown  Figure 1.",0,"10.1038/srep20469","","","","","","","","",""
"304","35009090.4","water","biomass",3,"","Regardless of the water  regime and biomass measurement stage, the three cultivars differed significantly (p < 0.05) for their  leaf, stem and total biomass (Table 3).",0,"10.3390/agronomy4030418","24°32.002′S","28°07.427′E",NA,NA,NA,NA,NA,NA,NA
"305","33143245.13","NaCl","biomass",200,"","In order to confirm the alleviation effect of AM fungi on  S. cannabina under salinity, plant biomass was measured in the presence or absence of 200 mM NaCl with F.  mosseae inoculation.",0,"10.1038/s41598-019-39463-0","","","","","","","","",""
"306","33143245.13","NaCl","biomass",200,"","In order to confirm the alleviation effect of AM fungi on  S. cannabina under salinity, plant biomass was measured in the presence or absence of 200 mM NaCl with F.  mosseae inoculation.",0,"10.1038/s41598-019-39463-0","","","","","","","","",""
"307","24728157.1","","biomass",1,"","In accordance with the increased root colonization, shoot biomass (Fig. 1f) tended to increase due to the higher shoot biomass.",0,"10.1038/srep04671","","",NA,NA,NA,NA,NA,NA,NA
"308","24728157.1","","biomass",1,"","In accordance with the increased root colonization, shoot biomass (Fig. 1f) tended to increase due to the higher shoot biomass.",0,"10.1038/srep04671","","",NA,NA,NA,NA,NA,NA,NA
"309","24728157.1","biochar","biomass",2,"","Without the application of biochar (–B), kangkong shoot biomass (Fig. 2a), but not root biomass (Fig. Compared with IS, IS 1 M had no significant effects on plant biomass, P acquisition and P concentration of kangkong, but tended to decrease (P.0.05) plant Cd acquisition, and significantly decreased (P,0.05) Cd concentrations in both shoot and root.",0,"10.1038/srep04671","","",NA,NA,NA,NA,NA,NA,NA
"310","24728157.1","biochar","biomass",2,"","Without the application of biochar (–B), kangkong shoot biomass (Fig. 2a), but not root biomass (Fig. Compared with IS, IS 1 M had no significant effects on plant biomass, P acquisition and P concentration of kangkong, but tended to decrease (P.0.05) plant Cd acquisition, and significantly decreased (P,0.05) Cd concentrations in both shoot and root.",0,"10.1038/srep04671","","",NA,NA,NA,NA,NA,NA,NA
"311","24728157.1","biochar","biomass",2,"","Without the application of biochar (–B), kangkong shoot biomass (Fig. 2a), but not root biomass (Fig. Compared with IS, IS 1 M had no significant effects on plant biomass, P acquisition and P concentration of kangkong, but tended to decrease (P.0.05) plant Cd acquisition, and significantly decreased (P,0.05) Cd concentrations in both shoot and root.",0,"10.1038/srep04671","","",NA,NA,NA,NA,NA,NA,NA
"312","24728157.1","biochar","biomass",2,"","Without the application of biochar (–B), kangkong shoot biomass (Fig. 2a), but not root biomass (Fig. Compared with IS, IS 1 M had no significant effects on plant biomass, P acquisition and P concentration of kangkong, but tended to decrease (P.0.05) plant Cd acquisition, and significantly decreased (P,0.05) Cd concentrations in both shoot and root.",0,"10.1038/srep04671","","",NA,NA,NA,NA,NA,NA,NA
"313","34880358.1","controls","dry weight",0.019,"","In the controls, source leaf dry weight was higher during RF than SF (P = 0.019) (Fig. 1d).",0,"10.1038/s41598-021-03132-y","","","","","","","","",""
"314","34880358.1","controls","dry weight",0.019,"","In the controls, source leaf dry weight was higher during RF than SF (P = 0.019) (Fig. 1d).",0,"10.1038/s41598-021-03132-y","","","","","","","","",""
"315","34880358.1","controls","dry weight",1,"","In the controls, source leaf dry weight was higher during RF than SF (P = 0.019) (Fig. 1d).",0,"10.1038/s41598-021-03132-y","","","","","","","","",""
"316","34880358.1","controls","dry weight",1,"","In the controls, source leaf dry weight was higher during RF than SF (P = 0.019) (Fig. 1d).",0,"10.1038/s41598-021-03132-y","","","","","","","","",""
"317","36677342.1","Competition","biomass",3,"","Biomass Production of the 3 Artemisia Species Competition was the main driver of shoot, root, and total biomass production for A. tridentata ssp.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"318","36677342.1","alone","biomass",3,"","All 3 Artemisia species produced more biomass when grown alone, compared to plants grown with competition (Figures 2 and 3).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"319","36677342.1","alone","biomass",2,"","All 3 Artemisia species produced more biomass when grown alone, compared to plants grown with competition (Figures 2 and 3).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"320","36677342.1","alone","biomass",3,"","All 3 Artemisia species produced more biomass when grown alone, compared to plants grown with competition (Figures 2 and 3).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"321","36677342.1","combination","biomass",3,"","Furthermore, the combination of drought and competition resulted in the lowest production of biomass for all three shrub species (Figure 3).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"322","36677342.1","Soil type","biomass",0.007,"","Soil type was only significant for total and root biomass of A. nova (p = 0.007 and 0.05, F = 7.50 and 3.93) as field soils produced more biomass without competition.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"323","36677342.1","Soil type","biomass",0.05,"","Soil type was only significant for total and root biomass of A. nova (p = 0.007 and 0.05, F = 7.50 and 3.93) as field soils produced more biomass without competition.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"324","36677342.1","Soil type","biomass",7.5,"","Soil type was only significant for total and root biomass of A. nova (p = 0.007 and 0.05, F = 7.50 and 3.93) as field soils produced more biomass without competition.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"325","36677342.1","Soil type","biomass",3.93,"","Soil type was only significant for total and root biomass of A. nova (p = 0.007 and 0.05, F = 7.50 and 3.93) as field soils produced more biomass without competition.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"326","36677342.1","competition","biomass",11,"","Microorganisms 2023, 11, 50 8 of 17   shoot and root biomass when grown in competition at high moisture levels regardless of  inoculation (Figure 3).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"327","36677342.1","competition","biomass",50,"","Microorganisms 2023, 11, 50 8 of 17   shoot and root biomass when grown in competition at high moisture levels regardless of  inoculation (Figure 3).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"328","36677342.1","competition","biomass",8,"","Microorganisms 2023, 11, 50 8 of 17   shoot and root biomass when grown in competition at high moisture levels regardless of  inoculation (Figure 3).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"329","36677342.1","competition","biomass",17,"","Microorganisms 2023, 11, 50 8 of 17   shoot and root biomass when grown in competition at high moisture levels regardless of  inoculation (Figure 3).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"330","36677342.1","combinations","biomass",3,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of 3 species of Artemisia grown under different combinations of treatments (soil, moisture, and AMF inoculation) without competition for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"331","36677342.1","without competition","biomass",21,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of 3 species of Artemisia grown under different combinations of treatments (soil, moisture, and AMF inoculation) without competition for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"332","36677342.1","combinations","biomass",3,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of 3 species of  Artemisia grown under different combinations of treatments (soil, moisture, and AMF inoculation)  growing in competition with Taeniatherum caput-medusae for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"333","36677342.1","combinations","biomass",21,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of 3 species of  Artemisia grown under different combinations of treatments (soil, moisture, and AMF inoculation)  growing in competition with Taeniatherum caput-medusae for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"334","36677342.1","combinations","biomass",3,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of 3 species of Artemisia grown under different combinations of treatments (soil, moisture, and AMF inoculation) growing in competition with Taeniatherum caput-medusae for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"335","36677342.1","treatments","biomass",21,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of 3 species of Artemisia grown under different combinations of treatments (soil, moisture, and AMF inoculation) growing in competition with Taeniatherum caput-medusae for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"336","36677342.1","","biomass",4,"","Total, shoot, and root biomass production were greater in T. caput medusae grown in autoclaved soils, while field soils always had lower biomass production (Figure 4).",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"337","36677342.1","competition","biomass",3,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of Taeniatherum  caput-medusae grown in competition with 3 species of Artemisia under different combinations of  treatments (soil, moisture, and AMF inoculation) for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"338","36677342.1","combinations","biomass",21,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of Taeniatherum  caput-medusae grown in competition with 3 species of Artemisia under different combinations of  treatments (soil, moisture, and AMF inoculation) for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"339","36677342.1","competition","biomass",3,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of Taeniatherum caput-medusae grown in competition with 3 species of Artemisia under different combinations of treatments (soil, moisture, and AMF inoculation) for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"340","36677342.1","combinations","biomass",21,"","Shoot and root biomass (bars) and root colonization (lines) ±SE (error bars) of Taeniatherum caput-medusae grown in competition with 3 species of Artemisia under different combinations of treatments (soil, moisture, and AMF inoculation) for 21 weeks.",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"341","36677342.1","drought","biomass",40,"","Some plant species allocate more biomass to the roots trying to acquire resources as a survival strategy, but when the plant species are subject to both drought and competition, this strategy might not be sufﬁcient [40].",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"342","36677342.1","","biomass",21,"","Previous studies with T. caput medusae found similar results when colonized from ﬁeld soils, having a lower biomass production compared to autoclaved soils [21].",0,"10.3390/microorganisms11010050","","N–121◦0′57′′ W. The collected soil",NA,NA,NA,NA,NA,NA,NA
"343","25288951","","biomass",60,"","Dry biomass was obtained after oven drying (60 ºC) until constant weight.",0,"10.5423/PPJ.OA.10.2012.0156","","","","","","","","",""
"344","25288951","etunicatum","biomass",1,"","For dry biomass of the aerial part, differences occurred only in plants inoculated with G. etunicatum which were smaller than those of the other treatments when the pathogen was present (Table 1).",0,"10.5423/PPJ.OA.10.2012.0156","","","","","","","","",""
"345","32143345.2","","biomass",12,"","For further analysis, a set of 12 B deﬁciency relevant imaging-based features was selected comprising biomass and color-related traits.",0,"10.3389/fpls.2018.01142","","",NA,NA,NA,NA,NA,NA,NA
"346","32143469.3","","biomass",71,"","Considering the increasing aboveground plant biomass by N addition, the increased leaf transpiration associated with greater growth rate can reduce soil water availability, thus suppressing enzyme activity [71].",0,"10.1134/S1064229316100124","43°38′ N","116°42′ E",NA,NA,NA,NA,NA,NA,NA
"347","36771633.4","AMF inoculation","biomass",0.01,"","RESULTS AND ANALYSIS The Effects of Inoculating L. perenne With G. mosseae on Plant Growth Characteristics in Cadmium Contaminated Soil Table 1 shows that the eﬀect of AMF inoculation on root/shoot ratio of L. perenne was insigniﬁcant; however, the eﬀect on belowground biomass (P < 0.01) and other growth parameters was signiﬁcant (P < 0.001).",0,"10.3389/fpls.2018.01156","","",NA,NA,NA,NA,NA,NA,NA
"348","36771633.4","inoculation","biomass",1,"","In addition, inoculation with G. mosseae increased the biomass of L. perenneplants (Figure 1) and decreased the Cd concentration in L. perenne leaves, which might also play an important role in reducing the photoinhibition caused by Cd stress.",0,"10.3389/fpls.2018.01156","","",NA,NA,NA,NA,NA,NA,NA
"349","30042347","mosseae","biomass",1,"","Keywords: potted-soybean; Funneliformis mosseae; root metabolites; biomass; soil properties 1. [25] to investigate its effect on soybean biomass, rhizosphere soil physicochemical properties, and root metabolites in two different cultivars over three years of continuous cropping.",0,"10.3390/ijms19082160","","",NA,NA,NA,NA,NA,NA,NA
"350","30042347","","biomass",1,"","The  biomass  of  two  soybean  cultivars  under  different  continuous‐cropped  year  soil  in potted‐experiments of soybean: 1 means soybean were planted the normal soil; 2 means soybean were planted in one‐year continuous cropping soybean soil; and 3 means soybean were planted in three‐ year  continuous  cropping  soybean  soil.",0,"10.3390/ijms19082160","","",NA,NA,NA,NA,NA,NA,NA
"351","30042347","","biomass",1,"","The biomass of two soybean cultivars under different continuous-cropped year soil in potted-experiments of soybean: 1 means soybean were planted the normal soil; 2 means soybean were planted in one-year continuous cropping soybean soil; and 3 means soybean were planted in three-year continuous cropping soybean soil. by plants and accelerate the formation of chloroplasts, improving photosynthetic rate and plant biomass [29–31].",0,"10.3390/ijms19082160","","",NA,NA,NA,NA,NA,NA,NA
"352","30042347","","biomass",2,"","The biomass of two soybean cultivars under different continuous-cropped year soil in potted-experiments of soybean: 1 means soybean were planted the normal soil; 2 means soybean were planted in one-year continuous cropping soybean soil; and 3 means soybean were planted in three-year continuous cropping soybean soil. by plants and accelerate the formation of chloroplasts, improving photosynthetic rate and plant biomass [29–31].",0,"10.3390/ijms19082160","","",NA,NA,NA,NA,NA,NA,NA
"353","30042347","","biomass",3,"","The biomass of two soybean cultivars under different continuous-cropped year soil in potted-experiments of soybean: 1 means soybean were planted the normal soil; 2 means soybean were planted in one-year continuous cropping soybean soil; and 3 means soybean were planted in three-year continuous cropping soybean soil. by plants and accelerate the formation of chloroplasts, improving photosynthetic rate and plant biomass [29–31].",0,"10.3390/ijms19082160","","",NA,NA,NA,NA,NA,NA,NA
"354","32604987.1","","dry weight",1.5,"","With respect to the latter, the data reported in Table 2 show that the longer crop consequent to the earlier planting led to higher weights of seed dry weight (1.5 times), shoots and leaves (2.8 times), and total plant dry weight (2 times).",0,"10.3390/plants9070804","","",NA,NA,NA,NA,NA,NA,NA
"355","32604987.1","","dry weight",2.8,"","With respect to the latter, the data reported in Table 2 show that the longer crop consequent to the earlier planting led to higher weights of seed dry weight (1.5 times), shoots and leaves (2.8 times), and total plant dry weight (2 times).",0,"10.3390/plants9070804","","",NA,NA,NA,NA,NA,NA,NA
"356","32604987.1","","dry weight",2,"","With respect to the latter, the data reported in Table 2 show that the longer crop consequent to the earlier planting led to higher weights of seed dry weight (1.5 times), shoots and leaves (2.8 times), and total plant dry weight (2 times).",0,"10.3390/plants9070804","","",NA,NA,NA,NA,NA,NA,NA
"357","32604987.1","AMF","biomass",40,"","Chemical Composition of Residual Biomass  Although the AMF application increased the harvest index from 40 to 45% (Table 1), about 55%  of chickpea biomass remained in the field as waste.",0,"10.3390/plants9070804","","",NA,NA,NA,NA,NA,NA,NA
"358","32604987.1","AMF","biomass",1,"","Chemical Composition of Residual Biomass  Although the AMF application increased the harvest index from 40 to 45% (Table 1), about 55%  of chickpea biomass remained in the field as waste.",0,"10.3390/plants9070804","","",NA,NA,NA,NA,NA,NA,NA
"359","36247600","AMF","biomass",2,"","The seedling height, ground diameter, biomass and R/S ratio of B. pilosa The AMF treatments signiﬁcantly affected the seedling height, ground diameter, biomass and R/S ratio (Table 2).",0,"10.3389/fpls.2022.968719","106˚220 E","29˚490 N","","","","","","",""
"360","36247600","","biomass",2,"","The substrate patchiness treatments signiﬁcantly affected the seedling height and ground diameter, and had non-signiﬁcant effect on the biomass or the R/S ratio (Table 2).",0,"10.3389/fpls.2022.968719","106˚220 E","29˚490 N","","","","","","",""
"361","36247600","","biomass",6,"","10.3389/fpls.2022.968719 Frontiers in Plant Science frontiersin.org 06 height, ground diameter, biomass, N accumulation and P accumulation (Figures 4A–C, E, F), and the patch size nonsigniﬁcantly inﬂuenced the LnRR of the seedling height, ground diameter, biomass and P accumulation (Figures 4A– C, F).",0,"10.3389/fpls.2022.968719","106˚220 E","29˚490 N","","","","","","",""
"362","36247600","","biomass",7,"","10.3389/fpls.2022.968719 Frontiers in Plant Science frontiersin.org 07 ground diameter, biomass, N accumulation and P accumulation under substrate gravel (Figures 5B, C, E, F).",0,"10.3389/fpls.2022.968719","106˚220 E","29˚490 N","","","","","","",""
"363","35335116.1","","biomass",19,"","Laser light induction also improved the biomass production, photosynthetic rate, chemical composition, and biological activities of lemongrass sprouts [19].",0,"10.3390/molecules27061752","","",NA,NA,NA,NA,NA,NA,NA
"364","35335116.1","AMF","biomass",26,"","Previously, it was found that AMF together with B. subtilis had a synergistic effect on the biomass and essential oil yield of P. graveolens [26].",0,"10.3390/molecules27061752","","",NA,NA,NA,NA,NA,NA,NA
"365","35335116.1","As","biomass",1,"","As illustrated in Figure 1, the plant biomass (g fresh weight/plant) was significantly increased (p < 0.05) in the laser-treated mycorrhiza-colonized group (2.53 ± 0.1 g FW/plant) of P. graveolens compared to the laser non-treated group (2.01 ± 0.1 g FW/plant) and control plant group (p < 0.01).",0,"10.3390/molecules27061752","","",NA,NA,NA,NA,NA,NA,NA
"366","35335116.1","group","biomass",0.05,"","As illustrated in Figure 1, the plant biomass (g fresh weight/plant) was significantly increased (p < 0.05) in the laser-treated mycorrhiza-colonized group (2.53 ± 0.1 g FW/plant) of P. graveolens compared to the laser non-treated group (2.01 ± 0.1 g FW/plant) and control plant group (p < 0.01).",0,"10.3390/molecules27061752","","",NA,NA,NA,NA,NA,NA,NA
"367","35335116.1","control plant group","biomass",2.01,"","As illustrated in Figure 1, the plant biomass (g fresh weight/plant) was significantly increased (p < 0.05) in the laser-treated mycorrhiza-colonized group (2.53 ± 0.1 g FW/plant) of P. graveolens compared to the laser non-treated group (2.01 ± 0.1 g FW/plant) and control plant group (p < 0.01).",0,"10.3390/molecules27061752","","",NA,NA,NA,NA,NA,NA,NA
"368","35335116.1","control plant group","biomass",0.1,"","As illustrated in Figure 1, the plant biomass (g fresh weight/plant) was significantly increased (p < 0.05) in the laser-treated mycorrhiza-colonized group (2.53 ± 0.1 g FW/plant) of P. graveolens compared to the laser non-treated group (2.01 ± 0.1 g FW/plant) and control plant group (p < 0.01).",0,"10.3390/molecules27061752","","",NA,NA,NA,NA,NA,NA,NA
"369","35335116.1","control plant group","biomass",0.01,"","As illustrated in Figure 1, the plant biomass (g fresh weight/plant) was significantly increased (p < 0.05) in the laser-treated mycorrhiza-colonized group (2.53 ± 0.1 g FW/plant) of P. graveolens compared to the laser non-treated group (2.01 ± 0.1 g FW/plant) and control plant group (p < 0.01).",0,"10.3390/molecules27061752","","",NA,NA,NA,NA,NA,NA,NA
