"","study_id","ECOTYPE"
"530","10.1007/s00572-021-01057-y"," pteridium spp"
"531","10.1007/s00572-021-01057-y"," tree"
"532","10.1007/s00572-021-01057-y"," pteridium rhizomes"
"533","10.1007/s00572-021-01057-y"," trochiformis c."
"534","10.1007/s00572-021-01057-y"," clusia"
"535","10.1007/s00572-021-01057-y"," terrestrial plants"
"536","10.3389/fpls.2021.740524","trifoliate orange trifoliata"
"537","10.3389/fpls.2021.740524"," poncirus trifoliata"
"538","10.1016/j.sjbs.2021.08.016","okra"
"539","10.1016/j.sjbs.2021.08.016"," okra esculentus"
"540","10.1016/j.sjbs.2021.08.016"," abelmoschus esculentus"
"541","10.3390/plants10091948","tomato"
"542","10.3390/plants10091948"," produced tomatoes"
"543","10.3390/plants10091948"," coconut"
"544","10.3390/microorganisms9091803","maple forest"
"545","10.3390/microorganisms9091803"," soybean"
"546","10.1038/s41598-021-97674-w","populus cathayana"
"547","10.1038/s41598-021-97674-w"," dioecious plants"
"548","10.1038/s41598-021-97674-w"," p. cathayana"
"549","10.1016/j.scitotenv.2021.149904","nervosa"
"550","10.1016/j.scitotenv.2021.149904"," nervosa potential"
"551","10.1016/j.scitotenv.2021.149904"," p. var"
"552","10.1016/j.scitotenv.2021.149904"," pteris cretica"
"553","10.1016/j.scitotenv.2021.149904"," p. cretica"
"554","10.3390/molecules26175321","coriandrum sativum"
"555","10.3390/molecules26175321"," coriander sativum"
"556","10.3390/molecules26175321"," salvia sclarea"
"557","10.3390/molecules26175321"," % linalool"
"558","10.3390/molecules26175321"," linalool"
"559","10.3390/molecules26175321"," coriander coriandrum sativum"
"560","10.3390/molecules26175321"," clary sage"
"561","10.1016/j.jhazmat.2021.125894","rice"
"562","10.1016/j.scitotenv.2021.149843","millet"
"563","10.1007/s00572-021-01048-z","p. taeda"
"564","10.1007/s00572-021-01048-z"," loblolly pine"
"565","10.1007/s00572-021-01048-z"," p."
"566","10.1007/s00572-021-01048-z"," woody"
"567","10.1007/s00572-021-01048-z"," pinus taeda"
"568","10.1007/s00572-021-01048-z"," taeda"
"569","10.1007/s00248-021-01841-5","s. decurrens"
"570","10.1007/s00248-021-01841-5"," solidago canadensis"
"571","10.1007/s00248-021-01841-5"," native s. decurrens"
"572","10.1007/s00248-021-01841-5"," canadensis s."
"573","10.1016/j.jenvman.2021.113516","upland rice calendulacea"
"574","10.1016/j.jenvman.2021.113516"," intercropping fungus"
"575","10.1016/j.jenvman.2021.113516"," upland rice"
"576","10.1016/j.jenvman.2021.113516"," intercropping ic versiforme"
"577","10.1016/j.jenvman.2021.113516"," upland rice grains"
"578","10.1016/j.jenvman.2021.113516"," sphagneticola calendulacea"
"579","10.1016/j.jenvman.2021.113516"," calendulacea s."
"580","10.1016/j.jenvman.2021.113516"," upland rice phytoremediation"
"581","10.1016/j.jenvman.2021.113516"," the intercropped plants-upland rice pruski"
"582","10.1016/j.jenvman.2021.113516"," rice calendulacea s."
"583","10.1016/j.jtbi.2021.110859",NA
"584","10.1038/s41598-021-94092-w","peanut"
"585","10.3389/fpls.2021.693044","populus × canadensis"
"586","10.3389/fpls.2021.693044"," populus × × canadensis"
"587","10.3389/fpls.2021.693044"," poplar alfalfa"
"588","10.3389/fpls.2021.693044"," medicago sativa"
"589","10.3389/fpls.2021.693044"," illegal dumping"
"590","10.1007/s11356-021-15326-y","medicago sativa"
"591","10.1007/s00128-021-03329-x","zea mays"
"592","10.1007/s00128-021-03329-x"," maize"
"593","10.1007/s00128-021-03329-x"," maize l."
"594","10.3390/plants10071333","cannabis sativa"
"595","10.3390/plants10071333"," cannabis"
"596","10.1007/s11356-021-15045-4","sage"
"597","10.1007/s11356-021-15045-4"," the coriander"
"598","10.1007/s11356-021-15045-4"," coriander"
"599","10.1007/s11356-021-15045-4"," salvia sclarea"
"600","10.1007/s11356-021-15045-4"," coriandrum"
"601","10.1007/s11356-021-15045-4"," sativum"
"602","10.1007/s11356-021-15045-4"," sage harvested"
"603","10.1002/jsfa.11382","veldt grass"
"604","10.1002/jsfa.11382"," ehrharta calycina"
"605","10.1002/jsfa.11382"," tall l. wheatgrass grown"
"606","10.1002/jsfa.11382"," grasses grass tall fescue l."
"607","10.1002/jsfa.11382"," festuca arundinacea"
"608","10.1002/jsfa.11382"," tall fescue"
"609","10.1002/jsfa.11382"," pasture grasses"
"610","10.1002/jsfa.11382"," veldt grass"
"611","10.1002/jsfa.11382"," thinopyrum ponticum"
"612","10.1007/s11356-021-14821-6","iberica l."
"613","10.1007/s11356-021-14821-6"," lallemantia iberica"
"614","10.3390/plants10050950","lettuce plants"
"615","10.3390/plants10050950"," lettuce"
"616","10.3390/plants10050950"," sorghum"
"617","10.3390/jof7050361","faba bean"
"618","10.3390/jof7050361"," faba vicia"
"619","10.3390/jof7050361"," leguminous plants"
"620","10.1016/j.scitotenv.2021.147944","sage coriander"
"621","10.1016/j.scitotenv.2021.147944"," clary sage"
"622","10.1016/j.scitotenv.2021.147944"," coriander"
"623","10.1016/j.scitotenv.2021.147943","wild olive ectomycorrhizal"
"624","10.1016/j.scitotenv.2021.147943"," wild olive"
"625","10.1016/j.scitotenv.2021.147943"," this task"
"626","10.13287/j.1001-9332.202105.022","soybean"
"627","10.1111/ppl.13454","soybean"
"628","10.1016/j.ecoenv.2021.112154","cichorium intybus"
"629","10.1016/j.ecoenv.2021.112154"," chicory"
"630","10.1007/s00572-021-01031-8","durum wheat"
"631","10.3389/fmicb.2021.618169","v. dahliae"
"632","10.3389/fmicb.2021.618169"," verticillium"
"633","10.3389/fmicb.2021.618169"," cotton"
"634","10.1186/s12870-021-02949-z","soybean"
"635","10.1186/s12870-021-02949-z"," stressed soybean"
"636","10.1007/s11356-021-13755-3","nicotiana tabacum"
"637","10.3389/fpls.2021.614162","alba"
"638","10.3389/fpls.2021.614162"," female mulberry"
"639","10.3389/fpls.2021.614162"," mulberry"
"640","10.3389/fpls.2021.614162"," morus alba"
"641","10.1016/j.ecoenv.2021.112170","lolium perenne"
"642","10.1016/j.ecoenv.2021.112170"," ryegrass"
"643","10.1007/s00572-021-01028-3","t. matsutake"
"644","10.13227/j.hjkx.202008154","birica"
"645","10.13227/j.hjkx.202008154"," the nitrariasi"
"646","10.1038/s41598-021-85497-8","hazel beech etc"
"647","10.1038/s41598-021-85497-8"," abies alba"
"648","10.1038/s41598-021-85497-8"," silver fir"
"649","10.1038/s41598-021-85497-8"," truffles"
"650","10.1038/s41598-021-85497-8"," oak hazel beech"
"651","10.1038/s41598-021-85497-8"," oak hazel"
"652","10.1016/j.ecoenv.2021.112072","onion"
"653","10.1016/j.ecoenv.2021.112072"," onion plants"
"654","10.1016/j.ecoenv.2021.112072"," allium cepa"
"655","10.1002/jeq2.20212","senecio"
"656","10.1002/jeq2.20212"," this wetland"
"657","10.1002/jeq2.20212"," bonariensis"
"658","10.1002/jeq2.20212"," asteraceae"
"659","10.1002/jeq2.20212"," bonaerensis plants"
"660","10.3389/fpls.2021.617892","miltiorrhiza s."
"661","10.3389/fpls.2021.617892"," medicinal plants"
"662","10.3389/fpls.2021.617892"," the miltiorrhiza s."
"663","10.3389/fpls.2021.617892"," salvia miltiorrhiza"
"664","10.3389/fpls.2021.617892"," miltiorrhiza"
"665","10.1007/s00248-021-01710-1","quinoa"
"666","10.1007/s00248-021-01710-1"," cq119"
"667","10.1007/s00248-021-01710-1"," quinoa plants"
"668","10.1007/s00248-021-01710-1"," chenopodium quinoa"
"669","10.1007/s00248-021-01710-1"," quinoa willd"
"670","10.1007/s00128-021-03113-x","bashfulgrass"
"671","10.1007/s00128-021-03113-x"," bashfulgrass r. intraradices-inoculated"
"672","10.1007/s00128-021-03113-x"," bashfulgrass f. mosseae-mycorrhizal"
"673","10.1016/j.ecoenv.2021.111996","maize"
"674","10.1016/j.envpol.2021.116499","lolium perenne"
"675","10.3389/fmicb.2020.586050","salvia sclarea"
"676","10.3389/fmicb.2020.586050"," clary sage"
"677","10.1016/j.sjbs.2020.09.053","p. putida"
"678","10.1016/j.sjbs.2020.09.053"," maize"
"679","10.1007/s11356-020-12131-x","maize"
"680","10.1007/s11356-020-12131-x"," maize"
"681","10.3390/plants9121801","pea"
"682","10.3390/plants9121801"," pea plants"
"683","10.1111/jam.14951","wheat"
"684","10.3389/fpls.2020.516818","date palm"
"685","10.3389/fpls.2020.516818"," (semi)-arid"
"686","10.3389/fpls.2020.516818"," phoenix dactylifera"
"687","10.1016/j.envpol.2020.115980","nigrum"
"688","10.1016/j.envpol.2020.115980"," solanum nigrum"
"689","10.1016/j.jhazmat.2020.124325","intercropping"
"690","10.1016/j.jhazmat.2020.124325"," upland rice"
"691","10.1016/j.jhazmat.2020.124325"," intercropping fungi"
"692","10.1016/j.jhazmat.2020.124325"," solanum"
"693","10.1016/j.jhazmat.2020.124325"," rice"
"694","10.1016/j.jhazmat.2020.124325"," nigrum s."
"695","10.1016/j.jhazmat.2020.124325"," rice brown"
"696","10.1016/j.jhazmat.2020.124325"," a cd-hyperaccumulator l."
"697","10.1016/j.jhazmat.2020.124325"," nigrum"
"698","10.1016/j.jhazmat.2020.124325"," upland"
"699","10.3390/microorganisms8111695","alfalfa"
"700","10.1007/s10646-020-02298-x","maize exposed"
"701","10.1007/s10646-020-02298-x"," maize"
"702","10.3390/ijms21217987","badenstern'"
"703","10.3390/ijms21217987"," badenkrone zollernspelz' variety"
"704","10.3390/ijms21217987"," t. aestivum"
"705","10.3390/ijms21217987"," vulgare"
"706","10.3390/ijms21217987"," badenkrone zollernspelz"
"707","10.3390/ijms21217987"," aestivum"
"708","10.3390/ijms21217987"," spelta"
"709","10.3390/ijms21217987"," spelt"
"710","10.3390/ijms21217987"," ssp badenstern badenkrone' zollernspelz'"
"711","10.3390/ijms21217987"," badenkrone zollernspelz'"
"712","10.3390/ijms21217987"," zollernspelz'"
"713","10.3390/ijms21217987"," spelt common"
"714","10.3390/ijms21217987"," wheat"
"715","10.3390/ijms21217987"," triticum"
"716","10.3390/ijms21217987"," badenstern' badenkrone'"
"717","10.1007/s00572-020-00991-7","alfalfa"
"718","10.1007/s00572-020-00991-7"," phytorestoration"
"719","10.1016/j.ecoenv.2020.111495","oenothera picensis"
"720","10.1016/j.ecoenv.2020.111495"," o. picensis"
"721","10.1007/s11356-020-10636-z","cynodon dactylon"
"722","10.1007/s11356-020-10636-z"," bermuda grass"
"723","10.1371/journal.pone.0234099","pinus strobus"
"724","10.1371/journal.pone.0234099"," p. strobus"
"725","10.3390/plants9080975","indian mustard"
"726","10.3390/plants9080975"," brassica juncea czern"
"727","10.3390/plants9080975"," pea"
"728","10.3390/plants9080975"," viciae"
"729","10.3390/plants9080975"," the cd-tolerant pea"
"730","10.3390/plants9080975"," pisum"
"731","10.3390/plants9080975"," pea sge"
"732","10.3390/plants9080975"," l. brassica juncea juncea czern"
"733","10.3390/plants9080975"," sativum"
"734","10.1016/j.micres.2020.126556","solanum lycopersicum"
"735","10.1016/j.micres.2020.126556"," leek"
"736","10.1016/j.micres.2020.126556"," allium ampeloprasum"
"737","10.1016/j.ecoenv.2020.110988","calendulacea s."
"738","10.1016/j.ecoenv.2020.110988"," sphagneticola calendulacea"
"739","10.1016/j.ecoenv.2020.110988"," a cd-hyperaccumulator"
"740","10.1016/j.jtemb.2020.126594","grass herb"
"741","10.1016/j.jtemb.2020.126594"," festuca rubra"
"742","10.1016/j.jtemb.2020.126594"," centaurea jacea"
"743","10.1016/j.jtemb.2020.126594"," species c. jecea"
"744","10.1016/j.jtemb.2020.126594"," species poa compressa"
"745","10.1016/j.jtemb.2020.126594"," herb"
"746","10.1016/j.jtemb.2020.126594"," grass"
"747","10.13227/j.hjkx.201906119","cyperus alternifolius"
"748","10.13227/j.hjkx.201906119"," acorus tatarinowii"
"749","10.3390/plants9070804","chickpea"
"750","10.1016/j.ecoenv.2020.110869","tomato plants"
"751","10.3390/jof6020087","willows the inoculated"
"752","10.3390/jof6020087"," fast growing high biomass willows sp."
"753","10.3390/jof6020087"," salix"
"754","10.3390/jof6020087"," willows the"
"755","10.3390/jof6020087"," miyabeana"
"756","10.3390/jof6020087"," willows"
"757","10.3390/microorganisms8060899","artemisia annua"
"758","10.3390/microorganisms8060899"," annua"
"759","10.3390/microorganisms8060899"," artemisia plants"
"760","10.1007/s00572-020-00962-y","tomato"
"761","10.1007/s00572-020-00962-y"," tomato"
"762","10.1007/978-1-0716-0603-2_3",NA
"763","10.1007/s00572-020-00957-9","rice"
"764","10.1007/s00572-020-00957-9"," crop"
"765","10.3390/microorganisms8040602",NA
"766","10.1186/s40529-020-00290-6","glycophytes halophytes"
"767","10.1186/s40529-020-00290-6"," glycophytes"
"768","10.1186/s40529-020-00290-6"," halophytes"
"769","10.1186/s40529-020-00290-6"," halophytes mycorrhizal"
"770","10.1186/s40529-020-00290-6"," glycophytes both halophytes"
"771","10.3390/jof6020044","sweet sorghum"
"772","10.3390/jof6020044"," sweet sorghum"
"773","10.1016/j.envpol.2020.114406","maize"
"774","10.1016/j.envpol.2020.114406"," maize"
"775","10.1016/j.ecoenv.2020.110485","amaranth"
"776","10.1016/j.ecoenv.2020.110485"," amaranthus hypochondriacus"
"777","10.3389/fpls.2020.00072","the flour"
"778","10.3389/fpls.2020.00072"," aestivum"
"779","10.3389/fpls.2020.00072"," common wheat"
"780","10.3389/fpls.2020.00072"," wheat"
"781","10.3389/fpls.2020.00072"," triticum"
"782","10.3390/microorganisms8030364","grassland"
"783","10.3390/microorganisms8030364"," l. chinensis"
"784","10.3390/microorganisms8030364"," poisonous plants"
"785","10.3390/microorganisms8030364"," grasslands"
"786","10.3390/microorganisms8030364"," stellera chamaejasme"
"787","10.3390/microorganisms8030364"," chamaejasme s."
"788","10.3390/microorganisms8030364"," leymus chinensis"
"789","10.3390/ijms21051748","maize"
"790","10.3390/microorganisms8030327","p. tenuiflora"
"791","10.3390/microorganisms8030327"," grass"
"792","10.3390/microorganisms8030327"," grassland"
"793","10.3390/microorganisms8030327"," puccinellia tenuiflora"
"794","10.1080/15226514.2020.1725867","maize"
"795","10.1080/15226514.2020.1725867"," corn"
"796","10.1038/s41598-020-59447-9","grassland"
"797","10.1038/s41598-020-59447-9"," maize"
"798","10.1038/s41598-020-59447-9"," inner mongolia"
"799","10.3390/microorganisms8020230","grass"
"800","10.3390/microorganisms8020230"," squarrosa c."
"801","10.3390/microorganisms8020230"," cleistogene squarrosa"
"802","10.3390/microorganisms8020230"," steppe"
"803","10.1007/s11356-020-07886-2","ryegrass"
"804","10.1007/s11356-020-07886-2"," the developed perennial ryegrass l."
"805","10.1007/s11356-020-07886-2"," lolium perenne"
"806","10.1007/s00442-020-04598-9",NA
"807","10.1007/s11356-020-07781-w","zea mays"
"808","10.1007/s11356-020-07781-w"," maize"
"809","10.1007/s11356-020-07781-w"," maize l."
"810","10.1016/j.scitotenv.2019.136294","barley"
"811","10.1016/j.jenvman.2019.109982","maize"
"812","10.1016/j.jhazmat.2019.121873","solanum nigrum"
"813","10.1007/s11356-019-07300-6","pea"
"814","10.1007/s11356-019-07300-6"," pigeon pea"
"815","10.1007/s11356-019-07300-6"," cajanus cajan"
"816","10.1007/s11356-019-07300-6"," pusa al"
"817","10.1007/s00572-019-00927-w","tomato"
"818","10.1007/s00572-019-00927-w"," corn"
"819","10.1007/s00572-019-00927-w"," corn tomato"
"820","10.1007/s00572-019-00927-w"," tomato corn"
"821","10.3390/microorganisms7120651","zea mays"
"822","10.3390/microorganisms7120651"," maize"
"823","10.3390/microorganisms7120651"," maize l."
"824","10.3389/fmicb.2019.02634","tuber indicum"
"825","10.3389/fmicb.2019.02634"," truffle"
"826","10.3389/fmicb.2019.02634"," truffles level quality"
"827","10.3389/fmicb.2019.02634"," truffles plants"
"828","10.3389/fmicb.2019.02634"," carya illinoinensis"
"829","10.3389/fmicb.2019.02634"," t. indicum"
"830","10.3389/fmicb.2019.02634"," t. indicum-mycorrhized"
"831","10.3389/fmicb.2019.02634"," chinese black truffle"
"832","10.3389/fmicb.2019.02591","robinia"
"833","10.3389/fmicb.2019.02591"," woody"
"834","10.3389/fmicb.2019.02591"," grown pseudoacacia r."
"835","10.3389/fmicb.2019.02591"," black locust"
"836","10.3389/fmicb.2019.02591"," fungi legumes"
"837","10.3389/fmicb.2019.02591"," pseudoacacia"
"838","10.1007/s11356-019-06785-5","sinicus a."
"839","10.1007/s11356-019-06785-5"," astragalus sinicus"
"840","10.1007/s11356-019-06785-5"," p. vittata"
"841","10.1007/s11356-019-06785-5"," pteris vittata"
"842","10.1007/s10661-019-7873-6",NA
"843","10.1002/jsfa.10166","lactuca sativa"
"844","10.1002/jsfa.10166"," lettuce"
"845","10.1002/jsfa.10166"," lettuce plants"
"846","10.1002/jsfa.10166"," sativa cvs"
"847","10.1016/j.ecoenv.2019.109783","asteraceae family"
"848","10.1016/j.ecoenv.2019.109783"," canola"
"849","10.1016/j.ecoenv.2019.109783"," helianthus tuberosus"
"850","10.1038/s41598-019-51369-5","medicago truncatula"
"851","10.1038/s41598-019-50354-2","rice"
"852","10.1016/j.chemosphere.2019.124710","zea mays"
"853","10.1016/j.chemosphere.2019.124710"," maize"
"854","10.1007/s00572-019-00914-1","ryegrass tall fescue"
"855","10.1007/s00572-019-00914-1"," clover alfalfa ryegrass"
"856","10.1007/s00572-019-00914-1"," clover alfalfa"
"857","10.1007/s00572-019-00914-1"," alfalfa ryegrass fescue"
"858","10.3390/microorganisms7090289","sweet sorghum"
"859","10.3390/microorganisms7090289"," bicolor l. moench"
"860","10.3390/microorganisms7090289"," sweet sorghum"
"861","10.3390/microorganisms7090289"," sorghum bicolor"
"862","10.1007/s42770-019-00125-y","m. tenuiflora plants"
"863","10.1007/s42770-019-00125-y"," prosopis juliflora"
"864","10.1007/s42770-019-00125-y"," tenuiflora m."
"865","10.1007/s42770-019-00125-y"," p. juliflora"
"866","10.3389/fpls.2019.00843","donax a."
"867","10.3389/fpls.2019.00843"," arid"
"868","10.3389/fpls.2019.00843"," salinization"
"869","10.3389/fpls.2019.00843"," a. donax micropropagated"
"870","10.3389/fpls.2019.00843"," donax plants"
"871","10.3389/fpls.2019.00843"," arundo donax"
"872","10.1002/ecy.2855","grassland"
"873","10.3389/fpls.2019.00895","barley"
"874","10.1016/j.ecoenv.2019.109476","the maize rhizosphere"
"875","10.1016/j.ecoenv.2019.109476"," maize"
"876","10.1016/j.jenvman.2019.06.130","stachys inflata"
"877","10.1016/j.jenvman.2019.06.130"," inflata"
"878","10.1016/j.jenvman.2019.06.130"," arid"
"879","10.1016/j.jenvman.2019.06.123","onion plants"
"880","10.1016/j.ecoenv.2019.109383","earthworm the eisenia andrei"
"881","10.1016/j.ecoenv.2019.109383"," ensiformis"
"882","10.1016/j.ecoenv.2019.109383"," canavalia ensiformis"
"883","10.1016/j.chemosphere.2019.06.160","lolium multiflorum"
"884","10.1016/j.chemosphere.2019.06.160"," multiflorum  "
"885","10.1016/j.jhazmat.2019.120813","helianthus annuus"
"886","10.1016/j.jhazmat.2019.120813"," p. libanensis"
"887","10.1371/journal.pone.0218969","p. however"
"888","10.1371/journal.pone.0218969"," cassava"
"889","10.1371/journal.pone.0218969"," inoculated cassava"
"890","10.1371/journal.pone.0218969"," kg p2o5 ha-1 where"
"891","10.1371/journal.pone.0218969"," kg p2o5 ha-1"
"892","10.1371/journal.pone.0218969"," p2o5 ha-1"
"893","10.1371/journal.pone.0218969"," cassava inoculated"
"894","10.1371/journal.pone.0218969"," nigeria"
"895","10.1371/journal.pone.0218969"," cassava inoculated also"
"896","10.1371/journal.pone.0218969"," sudan savanna"
"897","10.1007/s00572-019-00900-7","medicago sativa"
"898","10.1007/s00572-019-00900-7"," alfalfa"
"899","10.1111/nph.15993","young trees"
"900","10.1111/nph.15993"," pinyon"
"901","10.1111/nph.15993"," tree"
"902","10.1111/nph.15993"," trees"
"903","10.1111/nph.15993"," pinyon pine"
"904","10.1007/s00572-019-00898-y","metrosideros laurifolia"
"905","10.1016/j.envpol.2019.03.060","zizanioides   c. especially"
"906","10.1016/j.envpol.2019.03.060"," chrysopogon zizanioides"
"907","10.1016/j.envpol.2019.03.060"," cymbopogon citratus"
"908","10.1016/j.envpol.2019.03.060"," the fundão"
"909","10.1016/j.envpol.2019.03.060"," zizanioides associated   c."
"910","10.1016/j.envpol.2019.03.060"," cymbopogon winterianus"
"911","10.1007/s11356-019-05323-7","maize"
"912","10.3390/molecules24081603","pea"
"913","10.3390/molecules24081603"," pisum"
"914","10.3390/molecules24081603"," sativum"
"915","10.1039/c8ra10442e","ryegrass infected"
"916","10.1039/c8ra10442e"," perennial ryegrass perenne"
"917","10.1039/c8ra10442e"," ryegrass"
"918","10.1039/c8ra10442e"," mosses g."
"919","10.1039/c8ra10442e"," lolium perenne"
"920","10.1007/s00572-019-00890-6","laccaria japonica"
"921","10.1007/s00572-019-00890-6"," forest trees"
"922","10.1007/s00572-019-00890-6"," p. densiflora"
"923","10.1007/s00572-019-00890-6"," pinus densiflora"
"924","10.1016/j.chemosphere.2018.12.211","amaranth l."
"925","10.1016/j.chemosphere.2018.12.211"," β-cd amaranth mycorrhizal"
"926","10.1016/j.chemosphere.2018.12.211"," amaranthus hypochondriacus"
"927","10.1016/j.chemosphere.2018.12.211"," amaranth mycorrhizal"
"928","10.34133/2019/5893953","medicago plants"
"929","10.34133/2019/5893953"," medicago"
"930","10.34133/2019/5893953"," barley"
"931","10.34133/2019/5893953"," barley then"
"932","10.34133/2019/5893953"," tomato"
"933","10.34133/2019/5893953"," pasture legume"
"934","10.1007/s00572-019-00884-4","corn l"
"935","10.1007/s00572-019-00884-4"," zea mays"
"936","10.1007/s00572-019-00884-4"," corn"
"937","10.1371/journal.pone.0213672","faba"
"938","10.1371/journal.pone.0213672"," wheat durum"
"939","10.1371/journal.pone.0213672"," bean wheat durum"
"940","10.1371/journal.pone.0213672"," faba bean"
"941","10.1371/journal.pone.0213672"," wheat"
"942","10.3390/foods8030090","oregano plants"
"943","10.3390/foods8030090"," gas chromatography⁻mass"
"944","10.3390/foods8030090"," lebanese gastronomy"
"945","10.3390/foods8030090"," origanum syriacum"
"946","10.3390/foods8030090"," lebanese traditional"
"947","10.3390/foods8030090"," o. syriacum"
"948","10.3390/foods8030090"," quality herb"
"949","10.7717/peerj.6421","indicum  "
"950","10.7717/peerj.6421"," tuber indicum"
"951","10.7717/peerj.6421"," q. acutissima"
"952","10.7717/peerj.6421"," indigenous tree"
"953","10.7717/peerj.6421"," t. indicum"
"954","10.7717/peerj.6421"," t. "
"955","10.7717/peerj.6421"," chinese black truffle"
"956","10.7717/peerj.6421"," quercus acutissima"
"957","10.1007/s00572-019-00883-5","maize landrace"
"958","10.1007/s00572-019-00883-5"," maize"
"959","10.1007/s00572-019-00883-5"," landrace hybrids hybrids"
"960","10.1007/s00572-019-00883-5"," the maize landrace"
"961","10.3389/fpls.2018.01906","nacional grapevines"
"962","10.3389/fpls.2018.01906"," one-year-old cv"
"963","10.1007/s11356-019-04256-5",NA
"964","10.1111/1758-2229.12729",NA
"965","10.1016/j.ecoenv.2018.12.097","zea mays"
"966","10.1016/j.ecoenv.2018.12.097"," maize inoculated"
"967","10.1016/j.ecoenv.2018.12.097"," mycorrhizal maize"
"968","10.1016/j.ecoenv.2018.12.097"," maize"
"969","10.1016/j.ecoenv.2018.12.097"," maize non-mycorrhizal"
"970","10.1016/j.ecoenv.2018.12.097"," maize mays"
"971","10.1016/j.scitotenv.2018.11.317","medicago sativa"
"972","10.1016/j.scitotenv.2018.11.317"," alfalfa"
"973","10.1002/ajb2.1206","centaurea stoebe"
"974","10.1002/ajb2.1206"," stoebe c."
"975","10.1002/ajb2.1206"," asteraceae co-occurring"
"976","10.3389/fpls.2018.01611","19fv1"
"977","10.3389/fpls.2018.01611"," fragaria ×"
"978","10.3389/fpls.2018.01611"," ananassa"
"979","10.3389/fpls.2018.01611"," strawberry"
"980","10.3389/fpls.2018.01631","soybean merr"
"981","10.3389/fpls.2018.01631"," emese"
"982","10.3389/fpls.2018.01631"," glycine"
"983","10.3389/fpls.2018.01631"," soybean"
"984","10.3389/fpls.2018.01605","asclepias speciosa"
"985","10.3389/fpls.2018.01605"," washington and minnesota"
"986","10.3389/fpls.2018.01605"," the perennial herb speciosa"
"987","10.1016/j.chemosphere.2018.11.085","legume rostrata"
"988","10.1016/j.chemosphere.2018.11.085"," a legume sesbania rostrata rhizobia"
"989","10.1016/j.chemosphere.2018.11.085"," rostrata s.  "
"990","10.1016/j.chemosphere.2018.11.085"," rostrata"
"991","10.1016/j.chemosphere.2018.11.085"," rostrata root"
"992","10.13287/j.1001-9332.201809.034","maize"
"993","10.13287/j.1001-9332.201809.034"," arid semiarid"
"994","10.1016/j.ecoenv.2018.10.046","helianthus annuus"
"995","10.1016/j.ecoenv.2018.10.046"," sunflower l."
"996","10.1016/j.ecoenv.2018.10.046"," allium tuberosum"
"997","10.19540/j.cnki.cjcmm.20180528.004","miltiorrhiza s. %"
"998","10.19540/j.cnki.cjcmm.20180528.004"," salvia miltiorrhiza"
"999","10.19540/j.cnki.cjcmm.20180528.004"," miltiorrhiza s."
"1000","10.1016/j.chemosphere.2018.09.143","pinus thunbergii"
"1001","10.1016/j.chemosphere.2018.09.143"," p. "
"1002","10.1016/j.chemosphere.2018.08.147","maize"
"1003","10.1016/j.chemosphere.2018.08.147"," rhizodermis endodermis"
"1004","10.1016/j.chemosphere.2018.08.147"," maize"
"1005","10.1186/s12898-018-0197-5","fagus sylvatica"
"1006","10.1186/s12898-018-0197-5"," trees"
"1007","10.1186/s12898-018-0197-5"," temperate trees"
"1008","10.1007/s12088-018-0749-6","drought-stressed tomato"
"1009","10.1002/ecy.2502","zea mays"
"1010","10.3390/plants7030063","corn"
"1011","10.3390/plants7030063"," arid"
"1012","10.1016/j.plantsci.2018.05.015","barley"
"1013","10.1016/j.plantsci.2018.05.015"," hordeum vulgare"
"1014","10.1016/j.plantsci.2018.05.015"," cv compass"
"1015","10.3389/fpls.2018.01046","castanea dentata"
"1016","10.3389/fpls.2018.01046"," eastern states deciduous forests"
"1017","10.3389/fpls.2018.01046"," american chestnuts transgenic organisms found"
"1018","10.3389/fpls.2018.01046"," american chestnuts non-transgenic"
"1019","10.3389/fpls.2018.01046"," american chestnut"
"1020","10.3389/fpls.2018.01046"," american chestnuts"
"1021","10.3389/fpls.2018.01046"," chestnut"
"1022","10.3389/fpls.2018.01046"," american chestnuts expressing"
"1023","10.1007/s00572-018-0856-6","chickpea"
"1024","10.1007/s00572-018-0856-6"," cicer arietinum"
"1025","10.3390/ijms19082160","soybean cropped"
"1026","10.3390/ijms19082160"," soybean"
"1027","10.1007/s00572-018-0853-9","arid climates"
"1028","10.1007/s00572-018-0853-9"," arabicus r."
"1029","10.1007/s00572-018-0853-9"," sorghum plants"
"1030","10.1007/s00572-018-0853-9"," temperate climates"
"1031","10.1007/s00572-018-0853-9"," sorghum bicolor"
"1032","10.1007/s00572-018-0853-9"," sorghum"
"1033","10.13227/j.hjkx.201702041","zea mays"
"1034","10.13227/j.hjkx.201702041"," maize"
"1035","10.13227/j.hjkx.201702041"," the maize grown"
"1036","10.13227/j.hjkx.201702041"," the maize"
"1037","10.13227/j.hjkx.201702041"," maize l. grown concentrations"
"1038","10.1007/s00572-018-0844-x","gerardii"
"1039","10.1007/s00572-018-0844-x"," andropogon"
"1040","10.1016/j.envpol.2018.06.003","maize"
"1041","10.1080/15226514.2018.1438358","zea mays"
"1042","10.1080/15226514.2018.1438358"," maize"
"1043","10.1007/s00572-018-0839-7","wetlands"
"1044","10.1007/s00572-018-0839-7"," wetland"
"1045","10.1007/s00572-018-0839-7"," hedges'"
"1046","10.1007/s00572-018-0839-7"," wetlands"
"1047","10.3389/fpls.2018.00607","dioecious plant"
